Gene_ID,log2FoldChange,pvalue,padj
ENSG00000275774,0.5710246845539855,0.22864406763183096,
ENSG00000229978,0.5283208335737187,0.42264973081037416,
ENSG00000233336,0.0,,
ENSG00000280267,-0.25,0.3910022189557705,
ENSG00000179412,0.4897212059921614,0.3092931117458416,
ENSG00000204505,-0.5,0.18169011381620936,
ENSG00000279169,-0.16666666666666669,0.7227877080390916,
ENSG00000279804,1.1906426982957872,0.0931165535881137,
ENSG00000250894,-0.646240625180289,0.197580482295765,
ENSG00000270601,-0.25,0.3910022189557705,
ENSG00000231219,-0.25,0.3910022189557705,
ENSG00000207511,0.08333333333333331,0.8511627527132343,
ENSG00000182330,-0.16666666666666669,0.7227877080390916,
ENSG00000237700,0.0,,
ENSG00000204501,0.3333333333333333,0.4226497308103743,
ENSG00000228229,0.0,,
ENSG00000204481,-0.16666666666666669,0.7227877080390916,
ENSG00000204480,0.861654166907052,0.20363932786813255,
ENSG00000204479,-0.25,0.3910022189557705,
ENSG00000204478,-0.0629072918469557,0.9080389177346884,
ENSG00000162494,-0.7344817659347529,0.28480147807664735,
ENSG00000259961,-0.25,0.3910022189557705,
ENSG00000215909,-0.05216119014812182,0.949082984390311,
ENSG00000162493,0.7402387433660991,0.29390111870506996,
ENSG00000222952,0.0,,
ENSG00000237445,-0.2641604167868593,0.7227877080390918,
ENSG00000253085,0.08333333333333331,0.8511627527132343,
ENSG00000116731,-0.22962638924725454,0.14544809365937533,
ENSG00000189337,-0.2097227632627403,0.41613644318685583,
ENSG00000252151,0.4610687397821651,0.5913632549890463,
ENSG00000231606,-0.235700378908537,0.4239008823660881,
ENSG00000234593,-0.5001356750547186,0.35725618521735536,
ENSG00000235829,-0.6430430631783253,0.2840885513594355,
ENSG00000175147,-1.2892675327395593,0.023529617839271454,
ENSG00000171729,0.6468347188393233,0.25729305795931484,
ENSG00000204464,-0.10432238029624363,0.9074800532320455,
ENSG00000215720,-0.8758145836939114,0.23737260355970627,
ENSG00000278480,-0.896240625180289,0.0723112707292545,
ENSG00000142621,-0.09927611661242075,0.7722292924924922,
ENSG00000233485,-0.7584432628686065,0.42869814535683587,
ENSG00000236045,-0.0629072918469557,0.9080389177346884,
ENSG00000228140,0.17653429893372286,0.3916376666337986,
ENSG00000142634,0.031951459503211765,0.9536958463043377,
ENSG00000162438,0.07213730111471972,0.9400585076960185,
ENSG00000142615,0.8490373255978425,0.1521365278814168,
ENSG00000215704,0.19975963260679852,0.8200100044049068,
ENSG00000132906,0.004741562150463174,0.9834013020124407,
ENSG00000116138,-0.07984470087338558,0.5482962502100547,
ENSG00000251866,0.19797448490659564,0.7773202016736344,
ENSG00000272510,-0.6258145836939114,0.4492676502881391,
ENSG00000116771,-0.39937104208305296,0.18500038098437757,
ENSG00000237301,-0.646240625180289,0.3846658225194543,
ENSG00000235084,-0.1145620192006147,0.7798738568733843,
ENSG00000252417,0.0,,
ENSG00000236500,0.0,,
ENSG00000197312,-0.07974483090699724,0.35929668065297427,
ENSG00000215695,0.0,,
ENSG00000271742,0.0,,
ENSG00000116786,0.15782075528223416,0.479422315585091,
ENSG00000237938,0.009675118876456335,0.9789994458012503,
ENSG00000162461,0.2227677380136388,0.6012998250491081,
ENSG00000224459,-0.25,0.3910022189557705,
ENSG00000162460,0.6666666666666666,0.183503419072274,
ENSG00000162458,0.9150792012044469,0.24474553541209929,
ENSG00000224321,0.31637169007952615,0.6390760352756145,
ENSG00000233954,-0.3560478477730191,0.3507495947767671,
ENSG00000178715,0.7178898230995117,0.3208617234111895,
ENSG00000179743,-0.10787744380950004,0.7787756090989154,
